Scan,Time,SensorIndex,Range,Azimuth,RangeRate,ObjectID
24,2.3,2,44.8921,-0.70652,-0.050968,0
24,2.3,2,47.1297,0.42374,4.4279,0
24,2.3,2,47.2224,0.32235,-0.045343,0
24,2.3,2,48.1991,-0.79729,4.9841,0
24,2.3,2,48.2631,0.38,4.231,0
24,2.3,2,48.7283,0.32945,0.0016781,0
24,2.3,3,20.3158,1.0427,0.020876,0
24,2.3,3,21.374,1.0231,-0.0073705,0
24,2.3,3,22.9614,1.0077,0.014249,0
24,2.3,3,24.1463,1.0053,-0.024187,0
24,2.3,3,26.9082,0.96487,-0.017729,0
24,2.3,3,29.7544,0.96485,-0.0021892,0
24,2.3,3,31.1749,0.95262,-0.0043051,0
24,2.3,3,32.7315,0.76188,1.4801,0
24,2.3,3,34.1565,0.93563,0.024052,0
24,2.3,3,35.9029,-0.44511,20.6134,0
24,2.3,3,36.8639,0.93659,0.0080812,0
24,2.3,3,39.8759,0.91748,0.028488,0
24,2.3,3,42.6102,0.90144,0.011086,0
24,2.3,3,44.1382,0.90806,0.016167,0
24,2.3,3,48.2159,0.80882,4.9953,0
24,2.3,4,26.2537,-0.1766,-0.023423,0
24,2.3,4,26.3803,-0.16255,0.002459,0
24,2.3,4,28.9882,-0.16151,0.015775,0
24,2.3,4,31.3083,-0.14449,-0.0080502,0
24,2.3,4,34.024,-0.14216,0.015726,0
24,2.3,4,36.5082,-0.12207,-0.0053064,0
24,2.3,4,36.5937,0.017085,4.9601,0
24,2.3,4,37.0217,0.040964,5.0057,0
24,2.3,4,38.7754,-0.11266,-0.0072282,0
24,2.3,4,39.0901,0.019015,4.9732,0
24,2.3,4,41.4401,-0.10521,0.0085947,0
24,2.3,4,41.6106,0.032441,4.9581,0
24,2.3,4,43.5706,-0.10445,0.024637,0
24,2.3,4,43.7417,-0.098645,-0.0086203,0
24,2.3,4,46.4268,-0.10077,0.041501,0
24,2.3,5,3.5457,-0.97423,-0.00069158,0
24,2.3,5,3.5782,-0.74311,-0.013295,0
24,2.3,5,3.673,-1.0306,0.043986,0
24,2.3,5,3.6878,-0.8211,0.016752,0
24,2.3,5,3.7049,-0.55887,0.012403,0
24,2.3,5,3.7668,-0.89089,-0.0034699,0
24,2.3,5,3.8166,-0.61949,0.0060026,0
24,2.3,5,3.8363,-0.68822,0.027167,0
24,2.3,5,3.8438,-0.42832,0.0038714,0
24,2.3,5,3.9084,-0.35572,0.0082372,0
24,2.3,5,3.9174,-0.50394,-0.029826,0
24,2.3,5,3.9719,-0.31455,-0.034113,0
24,2.3,5,4.5016,-0.2015,-0.030286,0
24,2.3,5,4.6719,-0.16624,-0.027909,0
24,2.3,5,4.9284,-0.060306,0.018315,0
24,2.3,5,4.9467,-0.022983,0.017907,0
24,2.3,5,5.4918,0.031497,-0.044645,0
24,2.3,5,5.8893,0.11775,0.0030694,0
24,2.3,5,6.3364,0.18111,-0.040582,0
24,2.3,5,6.5148,0.20407,0.00052953,0
24,2.3,5,6.8527,0.63803,4.904,0
24,2.3,5,6.9605,0.69485,5.0577,0
24,2.3,5,7.1083,0.26193,0.0099629,0
24,2.3,5,8.0877,0.31933,-0.049229,0
24,2.3,5,9.0012,0.3721,0.03324,0
24,2.3,5,9.3072,0.39485,-0.0017045,0
24,2.3,5,11.35,0.45721,-0.030141,0
24,2.3,5,14.0598,0.51729,0.047933,0
24,2.3,5,14.0836,0.5327,0.060894,0
24,2.3,5,16.6393,0.55845,0.009597,0
24,2.3,5,18.9697,0.59322,-0.0049089,0
24,2.3,5,19.1339,0.59611,0.024888,0
24,2.3,5,21.3978,0.60805,0.022144,0
24,2.3,5,37.6759,0.82752,4.9609,0
24,2.3,5,37.9416,0.8626,4.9967,0
24,2.3,5,40.0925,0.82969,4.9775,0
24,2.3,5,42.487,0.831,5.0183,0
24,2.3,6,21.1342,-1.0389,-0.0011781,0
24,2.3,6,21.5863,-1.0414,0.030917,0
24,2.3,6,23.6076,-1.0246,0.014875,0
24,2.3,6,24.1106,-1.0069,-0.00018519,0
24,2.3,6,26.2118,-0.99764,-0.040048,0
24,2.3,6,28.8935,-0.98475,-0.018481,0
24,2.3,6,31.7059,-0.95461,-0.0087822,0
24,2.3,6,33.8418,-0.94223,0.02462,0
24,2.3,6,34.8797,-0.93798,0.022857,0
24,2.3,6,36.483,-0.93995,0.0068889,0
24,2.3,6,37.7807,-0.79317,5.0409,0
24,2.3,6,39.0956,-0.92447,-0.0019145,0
24,2.3,6,41.2615,-0.92248,0.012921,0
24,2.3,6,43.7854,-0.90826,-0.013684,0
24,2.3,6,46.804,-0.90522,0.025911,0
24,2.3,6,48.8435,-0.8918,-0.01823,0
25,2.4,1,25.0765,0.17083,0.031419,0
25,2.4,1,26.2274,0.17287,-0.0077336,0
25,2.4,1,28.7023,0.15357,0.010193,0
25,2.4,1,31.592,0.13029,-0.0016959,0
25,2.4,1,31.9261,-0.057816,1.4756,0
25,2.4,1,34.5084,0.11662,-0.010548,0
25,2.4,1,37.2255,0.12279,0.0063936,0
25,2.4,1,39.8952,0.10619,-0.01261,0
25,2.4,1,41.0348,0.10405,0.011892,0
25,2.4,1,42.3367,0.10913,-0.034408,0
25,2.4,1,43.7473,0.094573,-0.0029889,0
25,2.4,1,46.6538,0.047476,5.0107,0
25,2.4,1,46.6889,0.011098,5.0112,0
25,2.4,1,48.8793,0.029438,5.004,0
25,2.4,1,51.0669,0.014627,4.9725,0
25,2.4,2,20.0593,-0.59055,-0.036882,0
25,2.4,2,20.096,-0.63955,-0.017315,0
25,2.4,2,21.3777,-0.62395,0.004044,0
25,2.4,2,22.7465,-0.44761,0.0031364,0
25,2.4,2,23.907,-0.3336,0.025809,0
25,2.4,2,24.0782,-0.64345,-0.03111,0
25,2.4,2,24.4076,-0.27359,0.0098288,0
25,2.4,2,25.4015,-0.20858,0.01482,0
25,2.4,2,26.3708,-0.16506,-0.012124,0
25,2.4,2,26.7518,-0.66851,0.018041,0
25,2.4,2,28.0825,-0.65795,-0.019695,0
25,2.4,2,28.376,-0.057546,-0.067387,0
25,2.4,2,29.4709,-0.035771,-0.012066,0
25,2.4,2,29.5908,-0.67579,-0.025459,0
25,2.4,2,31.9348,0.034685,0.0099071,0
25,2.4,2,32.3088,-0.6709,-0.020588,0
25,2.4,2,32.5,-0.86035,1.4796,0
25,2.4,2,32.7035,-0.87745,1.4936,0
25,2.4,2,33.8255,-0.68622,0.0070274,0
25,2.4,2,34.0129,0.10407,-0.038547,0
25,2.4,2,36.4914,-0.69841,0.007175,0
25,2.4,2,36.6944,0.16196,-0.020552,0
25,2.4,2,37.729,0.18645,0.041398,0
25,2.4,2,39.3767,0.20944,-0.0027527,0
25,2.4,2,39.5127,-0.69402,0.041785,0
25,2.4,2,41.9064,0.2528,0.0017952,0
25,2.4,2,42.4633,-0.7092,0.0012223,0
25,2.4,2,44.8433,0.29027,-0.037859,0
25,2.4,2,45.0753,-0.71989,0.013347,0
25,2.4,2,46.7738,0.41409,4.4471,0
25,2.4,2,47.8728,-0.80177,5.0359,0
25,2.4,2,47.8868,0.38286,4.243,0
25,2.4,2,47.9211,0.31603,-0.001186,0
25,2.4,2,48.9002,0.3255,0.023964,0
25,2.4,3,20.3627,1.0381,0.0041497,0
25,2.4,3,21.5386,1.021,-0.016164,0
25,2.4,3,22.863,1.0152,0.015956,0
25,2.4,3,24.1825,0.9952,0.0025556,0
25,2.4,3,27.0234,0.97568,-0.0098677,0
25,2.4,3,30.0543,0.94341,-0.0025883,0
25,2.4,3,31.4295,0.9425,0.052822,0
25,2.4,3,32.5272,0.76595,1.488,0
25,2.4,3,34.2112,0.94533,-0.012955,0
25,2.4,3,36.8244,0.92097,0.043712,0
25,2.4,3,39.501,0.9143,-0.0039889,0
25,2.4,3,42.8097,0.91628,0.019314,0
25,2.4,3,43.9883,0.90006,0.0051842,0
25,2.4,3,47.3843,0.82153,4.9873,0
25,2.4,3,50.0489,0.80965,4.9904,0
25,2.4,4,26.1804,-0.15895,0.010712,0
25,2.4,4,26.5506,-0.16105,0.02633,0
25,2.4,4,28.9788,-0.15208,0.042157,0
25,2.4,4,31.3979,-0.14725,-0.061153,0
25,2.4,4,34.4068,-0.12927,0.032367,0
25,2.4,4,36.2378,-0.12848,-0.018033,0
25,2.4,4,36.2394,0.053979,5.0167,0
25,2.4,4,36.5097,0.0075526,5.0217,0
25,2.4,4,39.1832,-0.10848,-0.018935,0
25,2.4,4,40.8311,0.012832,4.9508,0
25,2.4,4,41.4594,-0.10775,-0.022087,0
25,2.4,4,43.2099,-0.1109,0.0054848,0
25,2.4,4,43.9431,-0.10215,-0.0088452,0
25,2.4,4,46.645,-0.091088,0.0092828,0
25,2.4,5,3.4305,-0.9724,0.012001,0
25,2.4,5,3.6087,-0.87692,0.012426,0
25,2.4,5,3.6209,-0.75774,0.0022142,0
25,2.4,5,3.666,-0.69882,-0.019093,0
25,2.4,5,3.7024,-0.83155,0.031801,0
25,2.4,5,3.7122,-0.4917,-0.011046,0
25,2.4,5,3.7139,-0.62555,-0.002084,0
25,2.4,5,3.8216,-0.35603,-0.0088355,0
25,2.4,5,3.8242,-1.0342,-0.0091563,0
25,2.4,5,3.9454,-0.42112,0.064774,0
25,2.4,5,4.0996,-0.5506,-0.0025304,0
25,2.4,5,4.2026,-0.30983,0.0015089,0
25,2.4,5,4.4263,-0.19512,-0.016343,0
25,2.4,5,4.6032,-0.14785,-0.0001974,0
25,2.4,5,4.7442,-0.058083,-0.0092414,0
25,2.4,5,4.9106,-0.027641,0.0018618,0
25,2.4,5,5.4342,0.037837,0.0064502,0
25,2.4,5,5.9656,0.13903,-0.0073532,0
25,2.4,5,6.3896,0.67673,4.8787,0
25,2.4,5,6.4749,0.73347,5.0223,0
25,2.4,5,6.5045,0.17937,0.0072608,0
25,2.4,5,6.6236,0.19608,0.067276,0
25,2.4,5,6.8581,0.66176,4.8466,0
25,2.4,5,7.4936,0.25257,0.03015,0
25,2.4,5,8.2386,0.31762,0.019687,0
25,2.4,5,8.8008,0.36815,-0.023348,0
25,2.4,5,9.2476,0.38607,0.01714,0
25,2.4,5,11.2712,0.45999,0.028246,0
25,2.4,5,13.5928,0.52322,-0.05675,0
25,2.4,5,13.9625,0.52309,0.0067349,0
25,2.4,5,16.6003,0.55638,0.06586,0
25,2.4,5,19.0871,0.58876,-0.024283,0
25,2.4,5,19.0996,0.59907,-0.027425,0
25,2.4,5,21.5907,0.6209,0.033675,0
25,2.4,5,37.2891,0.87156,5.0164,0
25,2.4,5,37.4317,0.82525,5.0113,0
25,2.4,5,39.5833,0.83083,4.9935,0
25,2.4,5,41.9714,0.81389,5.0177,0
25,2.4,6,21.4337,-1.0503,-0.041768,0
25,2.4,6,21.6018,-1.0422,-0.024326,0
25,2.4,6,23.9089,-1.0057,0.0038589,0
25,2.4,6,24.0343,-1.0173,-0.0044815,0
25,2.4,6,26.3948,-0.99578,0.042444,0
25,2.4,6,29.104,-0.96382,0.019305,0
25,2.4,6,31.5811,-0.96511,0.0041891,0
25,2.4,6,33.7647,-0.94229,0.010931,0
25,2.4,6,34.7821,-0.94691,0.0079497,0
25,2.4,6,35.427,0.15995,-74.4696,0
25,2.4,6,36.6531,-0.93513,0.0065493,0
25,2.4,6,37.4533,-0.79923,4.9977,0
25,2.4,6,39.086,-0.92309,-0.00093208,0
25,2.4,6,41.4108,-0.91243,-0.022577,0
25,2.4,6,44.1543,-0.91032,0.019537,0
25,2.4,6,46.5573,-0.9067,0.0061342,0
25,2.4,6,48.734,-0.89815,-0.028461,0
26,2.5,1,25.1895,0.15835,-0.00071218,0
26,2.5,1,26.2632,0.16789,-0.031749,0
26,2.5,1,28.8826,0.1357,0.0076474,0
26,2.5,1,31.6536,-0.046587,1.4909,0
26,2.5,1,31.6562,0.12568,-0.029562,0
26,2.5,1,34.4603,0.13652,0.060076,0
26,2.5,1,37.04,0.1212,0.015722,0
26,2.5,1,39.7385,0.12056,-0.047674,0
26,2.5,1,41.0422,0.096415,0.045077,0
26,2.5,1,42.4515,0.11577,-0.046126,0
26,2.5,1,43.9325,0.10465,0.036771,0
26,2.5,1,46.0513,0.049745,5.0099,0
26,2.5,1,46.3609,0.0025332,5.0179,0
26,2.5,1,48.5872,0.016866,4.9822,0
26,2.5,1,51.0971,-0.00077949,5.0223,0
26,2.5,2,20.0002,-0.61473,0.026861,0
26,2.5,2,20.1664,-0.56949,-0.032651,0
26,2.5,2,21.2212,-0.62776,0.014168,0
26,2.5,2,22.8125,-0.43224,-0.010685,0
26,2.5,2,23.9705,-0.33134,-0.022487,0
26,2.5,2,24.1497,-0.63633,0.012723,0
26,2.5,2,24.741,-0.25813,-0.0089929,0
26,2.5,2,25.3546,-0.22807,0.044622,0
26,2.5,2,26.1514,-0.17205,-0.039088,0
26,2.5,2,26.8518,-0.66715,-0.0037702,0
26,2.5,2,28.1771,-0.072652,-0.017689,0
26,2.5,2,28.396,-0.6706,0.034248,0
26,2.5,2,29.269,-0.021872,0.023769,0
26,2.5,2,29.641,-0.65969,0.022559,0
26,2.5,2,31.5805,0.046247,-0.031035,0
26,2.5,2,32.3677,-0.67793,-0.020235,0
26,2.5,2,32.5188,-0.8692,1.5329,0
26,2.5,2,32.5819,-0.86944,1.5295,0
26,2.5,2,33.926,0.10914,0.029723,0
26,2.5,2,34.1147,-0.68481,0.010238,0
26,2.5,2,36.543,0.15769,0.017017,0
26,2.5,2,36.5623,-0.70124,0.0029745,0
26,2.5,2,37.9604,0.16316,0.026312,0
26,2.5,2,39.3368,0.19698,0.041203,0
26,2.5,2,39.8341,-0.69733,0.01251,0
26,2.5,2,41.9772,0.25031,0.022681,0
26,2.5,2,42.276,-0.71851,0.040453,0
26,2.5,2,44.8209,-0.70603,-0.014796,0
26,2.5,2,44.8241,0.28623,-0.047006,0
26,2.5,2,46.2434,0.41569,4.3746,0
26,2.5,2,46.7614,0.39004,4.3089,0
26,2.5,2,47.1794,-0.79353,4.9713,0
26,2.5,2,47.4631,0.32632,0.0019725,0
26,2.5,2,47.5475,0.36925,4.2311,0
26,2.5,2,48.9283,0.33672,0.021403,0
26,2.5,2,49.8847,0.44274,4.5155,0
26,2.5,3,20.5104,1.0461,0.0085361,0
26,2.5,3,21.4321,1.0291,0.045457,0
26,2.5,3,22.6984,1.0113,-0.018081,0
26,2.5,3,24.2674,0.9929,-0.022354,0
26,2.5,3,25.6873,-0.059211,-6.1432,0
26,2.5,3,26.9908,0.97913,-0.0020652,0
26,2.5,3,30.092,0.95061,0.0093576,0
26,2.5,3,31.285,0.93784,0.0075317,0
26,2.5,3,32.4273,0.76037,1.5264,0
26,2.5,3,33.9829,0.93218,0.043405,0
26,2.5,3,37.1075,0.91873,-0.0012359,0
26,2.5,3,39.5058,0.92341,0.0024646,0
26,2.5,3,42.6358,0.91545,0.022922,0
26,2.5,3,44.3262,0.90082,0.012906,0
26,2.5,3,47.13,0.82795,4.9916,0
26,2.5,3,49.5858,0.81088,5.0489,0
26,2.5,4,26.2079,-0.1698,0.0046698,0
26,2.5,4,26.4977,-0.16101,0.01314,0
26,2.5,4,28.8119,-0.15392,0.035425,0
26,2.5,4,31.4963,-0.14258,-0.073943,0
26,2.5,4,33.8923,-0.12135,-0.028609,0
26,2.5,4,35.7679,0.056339,5.0467,0
26,2.5,4,35.7847,0.027181,4.9958,0
26,2.5,4,36.2967,-0.13552,-0.051242,0
26,2.5,4,38.1189,0.018391,4.9416,0
26,2.5,4,38.8026,-0.12136,0.041654,0
26,2.5,4,40.3819,0.0044904,4.9819,0
26,2.5,4,41.3539,-0.1058,-0.019601,0
26,2.5,4,43.4287,-0.11575,-0.001364,0
26,2.5,4,43.8053,-0.10033,-0.0062311,0
26,2.5,4,46.3807,-0.093325,-0.014902,0
26,2.5,5,3.3692,-0.82286,-0.019377,0
26,2.5,5,3.6734,-1.0266,0.01899,0
26,2.5,5,3.7231,-0.76566,0.046647,0
26,2.5,5,3.784,-0.616,0.0092591,0
26,2.5,5,3.8116,-0.89325,0.018458,0
26,2.5,5,3.8207,-0.96773,0.04005,0
26,2.5,5,3.8273,-0.54264,0.01264,0
26,2.5,5,3.8298,-0.68136,0.010342,0
26,2.5,5,3.8656,-0.47851,-0.033488,0
26,2.5,5,3.9322,-0.41044,0.012089,0
26,2.5,5,4.1046,-0.29865,0.028147,0
26,2.5,5,4.1313,-0.35953,0.048081,0
26,2.5,5,4.3582,-0.14675,-0.014586,0
26,2.5,5,4.5119,-0.20725,-0.0083291,0
26,2.5,5,4.9585,-0.059005,-0.049922,0
26,2.5,5,4.9596,-0.036172,0.020965,0
26,2.5,5,5.5251,0.035276,-0.015132,0
26,2.5,5,5.7504,0.13821,-0.022631,0
26,2.5,5,5.9284,0.6935,4.8551,0
26,2.5,5,6.2572,0.17637,0.017634,0
26,2.5,5,6.2685,0.76405,4.9431,0
26,2.5,5,6.2816,0.68171,4.7647,0
26,2.5,5,6.3939,0.18033,0.0091678,0
26,2.5,5,7.1704,0.2724,0.00072614,0
26,2.5,5,7.4427,0.65302,4.7211,0
26,2.5,5,8.1262,0.31479,0.02044,0
26,2.5,5,8.7705,0.38293,0.017448,0
26,2.5,5,9.2741,0.38939,-0.023762,0
26,2.5,5,11.5839,0.46415,-0.03252,0
26,2.5,5,13.8419,0.53148,-0.0046718,0
26,2.5,5,14.0465,0.52344,0.034622,0
26,2.5,5,16.2396,0.54726,0.0091367,0
26,2.5,5,18.7922,0.59277,-0.023819,0
26,2.5,5,19.2559,0.59645,-0.0075188,0
26,2.5,5,21.3876,0.61729,-0.058842,0
26,2.5,5,24.0608,0.6352,-0.011332,0
26,2.5,5,36.7559,0.86973,4.9734,0
26,2.5,5,36.8688,0.82093,5.0419,0
26,2.5,5,39.1657,0.81666,4.9332,0
26,2.5,5,41.45,0.81686,5.0243,0
26,2.5,6,21.161,-1.0491,0.027467,0
26,2.5,6,21.4803,-1.0383,-0.030725,0
26,2.5,6,23.6217,-1.0203,-0.032694,0
26,2.5,6,24.1921,-1.0192,0.0099612,0
26,2.5,6,26.3984,-1.0061,-0.0068217,0
26,2.5,6,29.0215,-0.97588,0.007116,0
26,2.5,6,31.7749,-0.94796,0.002857,0
26,2.5,6,33.9334,-0.93702,0.048903,0
26,2.5,6,34.8634,-0.94273,-0.036153,0
26,2.5,6,36.501,-0.93155,-0.030689,0
26,2.5,6,36.9121,-0.80059,4.9879,0
26,2.5,6,39.139,-0.92611,0.046427,0
26,2.5,6,41.4152,-0.9216,-0.013764,0
26,2.5,6,43.9429,-0.90716,-0.012919,0
26,2.5,6,46.6885,-0.90389,0.0026235,0
26,2.5,6,48.8587,-0.89172,0.013901,0
27,2.6,1,24.9678,0.16422,-0.010277,0
27,2.6,1,26.3942,0.1504,-0.0085094,0
27,2.6,1,29.2142,0.1485,-0.0013876,0
27,2.6,1,31.531,-0.048942,1.517,0
27,2.6,1,31.7746,0.13339,-0.025726,0
27,2.6,1,34.5177,0.12001,-0.0065058,0
27,2.6,1,36.8944,0.11458,0.0062936,0
27,2.6,1,39.7991,0.1012,0.0027149,0
27,2.6,1,40.8452,0.10426,0.01277,0
27,2.6,1,42.4859,0.10309,0.016511,0
27,2.6,1,43.7902,0.090965,0.0066038,0
27,2.6,1,45.5258,0.016539,5.0011,0
27,2.6,1,45.729,0.060491,5.0052,0
27,2.6,1,48.1489,0.0105,4.995,0
27,2.6,1,50.4319,0.015539,4.992,0
27,2.6,2,20.0238,-0.58789,0.017032,0
27,2.6,2,20.0656,-0.6164,0.0031672,0
27,2.6,2,21.2084,-0.63205,-0.03673,0
27,2.6,2,22.8042,-0.42334,0.0017888,0
27,2.6,2,24.0464,-0.32378,-0.013266,0
27,2.6,2,24.1992,-0.64533,0.0038198,0
27,2.6,2,24.7202,-0.27124,0.039654,0
27,2.6,2,25.5194,-0.21643,-0.006762,0
27,2.6,2,26.1475,-0.17899,-0.019685,0
27,2.6,2,26.8956,-0.6527,-0.022645,0
27,2.6,2,28.2479,-0.066561,-0.0031105,0
27,2.6,2,28.4246,-0.66189,0.030455,0
27,2.6,2,29.5272,-0.020763,0.0052541,0
27,2.6,2,29.8357,-0.67014,-0.022119,0
27,2.6,2,31.731,0.048337,-0.018753,0
27,2.6,2,32.297,-0.85596,1.4916,0
27,2.6,2,32.5305,-0.876,1.4865,0
27,2.6,2,32.5535,-0.68219,0.029272,0
27,2.6,2,33.8063,-0.6836,-0.0049259,0
27,2.6,2,34.07,0.098095,-0.026829,0
27,2.6,2,36.699,0.15723,-0.035633,0
27,2.6,2,36.6995,-0.69326,0.030092,0
27,2.6,2,37.9809,0.17851,-0.002969,0
27,2.6,2,39.1257,0.19779,-0.021377,0
27,2.6,2,39.637,-0.69641,-0.0074454,0
27,2.6,2,41.9173,0.24505,-0.0084503,0
27,2.6,2,42.2562,-0.72102,0.041855,0
27,2.6,2,44.4749,0.29404,0.0072029,0
27,2.6,2,44.7417,-0.71555,-0.0014212,0
27,2.6,2,45.6709,0.40745,4.3986,0
27,2.6,2,46.5158,0.38438,4.2914,0
27,2.6,2,46.6285,-0.79871,4.9814,0
27,2.6,2,47.2806,0.42028,4.4201,0
27,2.6,2,47.7729,0.31973,0.026812,0
27,2.6,2,48.8458,0.33008,0.030283,0
27,2.6,2,49.2888,0.43483,4.5164,0
27,2.6,3,20.5123,1.0367,0.04227,0
27,2.6,3,21.4508,1.0399,-0.019117,0
27,2.6,3,22.8433,1.0014,-0.02005,0
27,2.6,3,24.2677,1.0032,0.0081626,0
27,2.6,3,27.0211,0.97029,0.054687,0
27,2.6,3,29.756,0.9516,0.0083175,0
27,2.6,3,31.3663,0.9386,-0.030043,0
27,2.6,3,32.2335,0.76884,1.4884,0
27,2.6,3,34.1142,0.93673,0.0059367,0
27,2.6,3,37.0213,0.92759,-0.046264,0
27,2.6,3,39.6237,0.91519,0.037663,0
27,2.6,3,42.6461,0.911,0.017478,0
27,2.6,3,44.4115,0.90032,-0.0083737,0
27,2.6,3,46.6346,0.80503,5.0066,0
27,2.6,3,48.8265,0.81124,4.9848,0
27,2.6,4,4.6953,-0.16635,5.0382,0
27,2.6,4,28.8844,-0.15968,-0.0036908,0
27,2.6,4,31.5953,-0.14295,-0.024444,0
27,2.6,4,34.0704,-0.12492,0.010984,0
27,2.6,4,35.4056,0.020763,5.0062,0
27,2.6,4,35.4876,0.057588,4.9965,0
27,2.6,4,36.4857,-0.12479,0.0043439,0
27,2.6,4,37.6238,0.016012,4.9981,0
27,2.6,4,38.9649,-0.11376,-0.032924,0
27,2.6,4,39.85,0.0022911,4.9949,0
27,2.6,4,41.2628,-0.10055,-0.013844,0
27,2.6,4,43.2667,-0.11178,0.027305,0
27,2.6,4,43.9767,-0.10671,-0.024489,0
27,2.6,4,46.5126,-0.09762,0.044082,0
27,2.6,5,3.6223,-0.97129,-0.039117,0
27,2.6,5,3.7084,-0.83213,-0.0065244,0
27,2.6,5,3.7139,-0.9044,0.021231,0
27,2.6,5,3.7413,-0.69526,0.009474,0
27,2.6,5,3.7492,-0.6101,-0.010921,0
27,2.6,5,3.7721,-0.75139,-0.02813,0
27,2.6,5,3.793,-0.54922,0.011437,0
27,2.6,5,3.8173,-0.49169,-0.021259,0
27,2.6,5,3.9235,-1.0285,-0.016487,0
27,2.6,5,4.0411,-0.36769,-0.020424,0
27,2.6,5,4.047,-0.30966,0.0028957,0
27,2.6,5,4.1637,-0.41566,0.027879,0
27,2.6,5,4.2897,-0.2009,-0.014114,0
27,2.6,5,4.6471,-0.15648,0.021002,0
27,2.6,5,4.8945,-0.058725,-0.010936,0
27,2.6,5,4.8958,-0.035713,0.033381,0
27,2.6,5,5.2981,0.047596,-0.026241,0
27,2.6,5,5.4385,0.77697,4.824,0
27,2.6,5,5.536,0.7346,4.7098,0
27,2.6,5,5.6476,0.79467,4.8416,0
27,2.6,5,5.7876,0.12825,0.033888,0
27,2.6,5,6.143,0.68623,4.6627,0
27,2.6,5,6.2583,0.17811,0.0066472,0
27,2.6,5,6.5395,0.19421,0.0092,0
27,2.6,5,7.0831,0.26382,-0.02635,0
27,2.6,5,7.1322,0.65517,4.6075,0
27,2.6,5,7.9805,0.32058,0.0078697,0
27,2.6,5,8.8366,0.37084,0.044616,0
27,2.6,5,9.4808,0.38793,0.023532,0
27,2.6,5,11.3057,0.46678,-0.0098934,0
27,2.6,5,13.5715,0.50954,0.01796,0
27,2.6,5,14.0566,0.51828,-0.01622,0
27,2.6,5,16.5628,0.56823,-0.0044474,0
27,2.6,5,18.7623,0.59711,0.027591,0
27,2.6,5,19.06,0.59403,0.0011182,0
27,2.6,5,21.3341,0.61075,0.021693,0
27,2.6,5,23.5532,0.6227,-0.0099117,0
27,2.6,5,26.4479,0.67343,-0.013489,0
27,2.6,5,36.2409,0.83149,5.0137,0
27,2.6,5,36.3559,0.87539,5.026,0
27,2.6,5,41.0076,0.83095,5.029,0
27,2.6,6,15.4187,-0.96049,-23.9518,0
27,2.6,6,21.0971,-1.0472,-0.036952,0
27,2.6,6,21.3953,-1.0337,0.010992,0
27,2.6,6,24.0672,-1.0138,-0.020542,0
27,2.6,6,24.0929,-1.0036,-0.01929,0
27,2.6,6,26.4529,-0.99032,-0.010949,0
27,2.6,6,29.0127,-0.98651,-0.047913,0
27,2.6,6,31.766,-0.96685,-0.0027167,0
27,2.6,6,33.9339,-0.94691,-0.027035,0
27,2.6,6,34.9477,-0.93274,0.012489,0
27,2.6,6,36.2493,-0.79679,4.9932,0
27,2.6,6,36.314,-0.92955,0.0061961,0
27,2.6,6,39.244,-0.9314,0.0035991,0
27,2.6,6,41.4135,-0.91717,0.0041847,0
27,2.6,6,43.7507,-0.91661,-0.0028707,0
27,2.6,6,46.4175,-0.90872,-0.0047237,0
27,2.6,6,48.9135,-0.89387,-0.016443,0
28,2.7,1,24.9955,0.17754,-0.043135,0
28,2.7,1,26.1516,0.1623,-0.035547,0
28,2.7,1,28.9383,0.14748,-0.0084346,0
28,2.7,1,31.4292,-0.051107,1.4791,0
28,2.7,1,31.7597,0.13955,-0.035342,0
28,2.7,1,34.1957,0.14471,0.047788,0
28,2.7,1,37.0172,0.112,0.024357,0
28,2.7,1,39.8416,0.11044,-0.0041916,0
28,2.7,1,41.0785,0.091186,-0.021999,0
28,2.7,1,42.7181,0.10298,0.0028828,0
28,2.7,1,43.7845,0.10351,0.0074642,0
28,2.7,1,44.9277,0.017291,4.998,0
28,2.7,1,45.236,0.065792,4.9672,0
28,2.7,1,47.6679,0.018994,4.9605,0
28,2.7,1,49.9628,-0.0038296,5.0092,0
28,2.7,2,20.0789,-0.6116,-0.021072,0
28,2.7,2,20.3139,-0.57373,-0.028913,0
28,2.7,2,21.179,-0.6317,-0.020012,0
28,2.7,2,22.7781,-0.42355,-0.061359,0
28,2.7,2,23.8784,-0.32782,-0.011962,0
28,2.7,2,23.9713,-0.65221,-0.00099926,0
28,2.7,2,24.6961,-0.27161,-0.0047138,0
28,2.7,2,25.2676,-0.21078,-0.032484,0
28,2.7,2,26.2953,-0.16811,-0.012801,0
28,2.7,2,26.803,-0.66854,0.035243,0
28,2.7,2,28.3943,-0.074753,-0.017863,0
28,2.7,2,28.5211,-0.66757,0.013354,0
28,2.7,2,29.4757,-0.031989,0.01978,0
28,2.7,2,29.6533,-0.67493,-0.0096145,0
28,2.7,2,31.5318,0.039322,0.0061938,0
28,2.7,2,32.3194,-0.8773,1.5484,0
28,2.7,2,32.3606,-0.68596,-0.010647,0
28,2.7,2,32.5511,-0.85959,1.5085,0
28,2.7,2,34.0736,-0.6811,-0.022014,0
28,2.7,2,34.0834,0.10095,0.02854,0
28,2.7,2,36.6566,-0.68663,-0.0069915,0
28,2.7,2,36.6794,0.17019,-0.022119,0
28,2.7,2,38.1488,0.19628,0.001225,0
